label,sentence
1,the dog dug a hole in the lawn .
1,the vase stood on the table in the hall .
1,imogen took the vase to her mother 's .
1,imogen broke the vase .
1,sue knows the answer .
1,the answer is known to sue .
1,jim was happily chopping logs .
1,jim was chopping logs when margaret left and was still at it when she got back .
1,jim was enthusiastically chopping logs .
1,captain oates died in order to save his comrades .
1,this arch supports the weight of the tower .
1,what this arch does is support the weight of the tower .
1,this arch is supporting the weight of the tower .
1,the computer is playing six simultaneous games of three dimensional chess .
1,the intense cold killed the climbers .
1,the climbers were killed by the intense cold .
1,the climbers were killed with the intense cold .
1,catriona opened the door with this key .
1,the visas are with the passports .
1,sally went to the party with andrew .
1,alan made the loaf with strong white flour .
1,the builders made the wall with concrete blocks .
1,the gardener planted roses in the garden .
1,it was roses that the gardener planted in the garden .
1,it is the garden that the gardener planted with roses .
1,roses are certain to be planted in the garden by the gardener .
1,the garden is certain to be planted with roses by the gardener .
1,helen sent a scarf to jim for margaret .
1,what happened was they went home .
0,what happened was they knew his parents .
0,we are knowing this theory .
1,they 're believing everything you say .
1,you 'll soon be owning all the land round here .
1,what she did was e-mail all her friends .
0,what she did was know this theory .
0,what she did was be very cold .
0,what she did was own all the land round here .
1,harriet talked to emma for hours .
1,the dog chased the cat for days .
1,harriet told emma the whole story .
1,the dog caught the cat .
1,the beaver built a dam .
1,anne played the tune on the piano .
1,jane was playing the piano .
1,jane played the piano .
1,tess was knocking at the door .
1,tess knocked at the door .
1,frank churchill was crossing the street .
1,jane is visiting emma .
1,jane visits emma .
1,tess is knocking at the door .
1,tess knocks at the door .
1,frank churchill is crossing the street .
1,frank churchill crosses the street .
1,real play valencia next sunday .
1,i leave for paris next week .
0,the volcano erupts on tuesday .
1,the minister has arrived .
1,i 've been at work for six hours .
1,have you ever visited doubtful sound ?
1,there was an attack yesterday .
1,emma and harriet were attacked by those bandits .
1,those bandits attacked emma and harriet yesterday .
1,the vase was smashed deliberately .
1,the sheep got infected with scrapie .
1,the fans were deliberately provoked by a rival group .
1,the fans got deliberately provoked by a rival group .
1,six students got shot accidentally .
1,some gifts get used a dozen or so times a year .
1,ca n't you see i 'm reading ?
1,people go hunting in the autumn .
1,we spent yesterday cooking .
1,she buys for harrods .
1,i saw and he chops .
1,this sweater washes well .
1,this book reads well .
1,these cars sold very quickly last week .
1,it will take years for the mersey to clean .
1,the course is jumping well .
1,one bomb did n't guide and crashed .
1,fiona may be here by 5 o'clock .
1,"if fiona is here by 5 o'clock , we can go to the party ."
1,it 's high time fiona got a job .
0,it 's high time fiona gets a job .
1,pat is either stupid or a liar .
1,pat is a republican and proud of it .
1,pat is healthy and of sound mind .
1,pat is either asleep or at the office .
1,that was a rude remark and in very bad taste .
1,sandy is either a lunatic or under the influence of drugs .
1,i am hoping to get an invitation and optimistic about my chances .
1,i am neither an authority on this subject nor trying to portray myself as one .
1,pat was neither recommended for promotion nor under any illusions about what that meant .
1,pat has become a banker and very conservative .
1,i consider that a rude remark and in very [ np and pp ] bad taste .
1,the scene of the movie was in chicago .
0,the scene of the movie and that i wrote was in chicago .
1,john sang beautifully .
1,john sang a carol .
0,john sang beautifully and a carol .
1,kim sang and sandy danced .
1,kim and sandy met .
1,kim sang and was accompanied by sandy .
0,the irritating and a bully man was my brother .
0,soon irritating and a bully started shouting again .
1,kim was a banker .
1,dana was quite competent .
1,leslie was in the flood zone .
1,ronnie was talking to lou .
1,jean was given a prize .
1,pat has become a republican .
1,gerry became quite conservative .
0,connie has become of the opinion that we should get out .
0,tracy became awarded a prize .
0,chris will become talking to colleagues .
1,pat became a republican and quite conservative .
0,tracy has become a republican and of the opinion that we must place nuclear weapons in europe .
0,chris became quite conservative and trying to change their minds .
0,gerry became a republican and awarded a prize .
1,we walked slowly and with great care .
1,they wanted to leave tomorrow or on tuesday .
1,"we are open saturdays , any national holiday , and on alternate ."
1,kim alienates cats and beats his dog .
1,kim alienates cats and beat his dog .
1,kim alienated cats and beats his dog .
1,kim alienated cats and beat his dog .
0,kim alienated cats and beaten his dog .
0,kim beating his dog and alienates cats .
0,kim to beat his dog and alienated cats .
0,kim beaten his dog and alienates cats .
1,which student 's grades went unreported ?
1,they found pictures of themselves .
0,who did you say my talking to would bother hilary ?
1,who did you say my talking to would bother ?
1,which article did terry file without reading ?
1,which books did robin read and hate ?
0,which books did robin talk to chris and read ?
0,which books did robin read and talk to chris ?
0,who did robin visit and ?
1,they talked to kim and to each other .
1,he hated himself and his friends .
1,they were wary of themselves and of each other .
1,they asked which students and which teachers would get along together .
1,we called up every man whose father and whose mother had played on the team .
1,i went to the store and bought some whiskey .
1,she 's gone and ruined her dress now .
1,i 've got to try and find that screw .
1,she goes and buys some whiskey .
1,i have gone and bought some whiskey .
1,i will go and buy some whiskey .
1,i will try and buy some whiskey .
0,i have gone and buys some whiskey .
0,to go and buying whiskey is not the solution to your problem .
0,i will go and bought some whiskey .
0,i tried and buy some whiskey .
0,i was trying and buying some whiskey .
0,what did you say i went and get ?
0,what did you say i go and got ?
1,i went to the store and i bought some whiskey .
1,i 've got to try and i 've got to find that screw .
1,i both went to the store and bought some whiskey .
1,i 've got to both try and find that screw .
1,here 's the whiskey which i went to the store and bought .
1,which dress has she gone and ruined now ?
1,the screw which i 've got to try and find holds the door to the frame .
1,either we americans or i myself will get ourselves in trouble .
1,either you or i will incriminate ourselves .
1,you and i may incriminate ourselves .
1,we americans and the british pamper ourselves .
1,you british and you americans pamper yourselves .
1,you british or you americans will get yourselves in trouble .
1,you and kerry have outdone yourselves .
1,you or kerry have perjured yourselves .
1,the boys and the girls seem happy .
0,the boys and the girls seems happy .
1,either the boys or the girls are going to be there .
1,the students and professor swansong are meeting in the park .
1,either professor swansong or the graduate students are going to proctor the exam .
1,either dana or lee is going to lead the parade .
1,kim and terry are happy .
0,either the boys or the girls is going to be there .
0,the students and professor swansong is meeting in the park .
0,either professor swansong or the graduate students is going to proctor the exam .
1,either dana or lee are going to lead the parade .
1,"kim likes sandy , and lee leslie . to try to go to rome ."
1,"pat wanted to try to go to berne , and chris to go to rome . to rome ."
1,"kim went to the store , and then lou ."
1,"some people go by car , but others by bike ."
1,"some people like bagels , but others cream cheese ."
1,"on weekdays , terry eats meat and vegetables , but on weekends , only vegetables ."
0,"john drinks coffee at 11 , and mary , tea at 10:30 ."
1,"john gave the books to mary at christmas , and the records to sue for her birthday ."
1,"john talked to his supervisor about his thesis , and erich to the dean about department politics ."
1,"a businessman will drink a martini to relax , and a health nut , a glass of wine , just to remain healthy ."
0,"john left at 11 and at 12 , bill ."
1,"john left his office at 11 and at 12 , the library ."
1,"a policeman walked in at 11 , and at 12 , a fireman ."
1,"two days ago , we went out to dinner , and this afternoon , to the movies ."
1,"on this table , they put a lamp , and on that table , a radio ."
0,john did n't see mary and bill sue .
1,john did n't give the books to mary and the papers to sue .
0,"kim likes sandy , and lee to leslie ."
0,"pat wanted to go to berne , and chris going to rome ."
0,kim gave a dollar to bobbie and a dime into his pocket .
0,"kim likes lee , and to ronnie ."
0,kim likes sandy and lee likes to leslie .
1,"leslie is rather foolish , and lou a complete idiot ."
1,"kim seems to be just surviving , and terry in dire need of our help ."
1,"we consider leslie rather foolish , and lou a complete idiot ."
1,"pat has become crazy , and chris an incredible bore ."
0,"pat has become crazy , and chris in good spirits ."
0,i gave a book to john 's mother and a magazine to him .
1,pat remembered the appointment and that it was important to be on time .
1,that goldstein appointed heydrich and the implications thereof frightened many observers .
1,we talked about mr. colson and that he had worked at the .
1,you can depend on my assistant and that he will be on time .
1,pat was annoyed by the children 's noise and that their parents did nothing to stop it .
0,we talked about that he had worked at the white house .
0,you can depend on that he will be on time .
0,pat was annoyed by that their parents did nothing to stop it .
1,we talked about the issues we had worked on as students and that our perspectives had changed over the years .
0,we talked about that our perspectives had changed over the years and the issues we had worked on as students .
1,that our perspectives had changed over the years and the issues we had worked on as students were the topics of discussion .
1,the clever snake disappeared into a hole in the ground .
0,hole into disappeared ground the the in clever a little .
0,the snake clever disappeared into a hole in the ground .
0,this girl in the red coat will put a picture of bill it on your desk before tomorrow .
0,this girl in the red coat will put a picture of bill on your desk there before tomorrow .
0,this girl in the red coat one will put a picture of bill on your desk before tomorrow .
0,this girl in the red coat will put a picture of bill on your desk it before tomorrow .
1,this girl in the red coat will put a picture of bill on your desk before tomorrow .
1,bill will put a picture of this girl in the red coat on your desk before tomorrow .
1,she will put a picture of bill on your desk before tomorrow .
0,bill will put a picture of she on your desk before tomorrow .
1,bill will put a picture of her on your desk before tomorrow .
0,her will put a picture of bill on your desk before tomorrow .
0,she her will put a picture of bill on your desk before tomorrow .
0,bill will put a picture of she her on your desk before tomorrow .
1,clean your desk before tomorrow .
1,this girl will put a picture of bill on your desk before tomorrow .
1,"this boy must not go to school , and his father must not go to school either ."
1,"this boy must not go to france , but his father must go to france ."
1,this actress must play in this movie and she will play in this movie .
1,can mary win the race and will sue win the race too ?
1,this girl will buy bread and so will that one buy bread .
1,the tourists will go to the park .
1,will the tourists go to the park ?
1,some student from australia speaks chinese .
1,does some student from australia speak chinese ?
1,they would have been walking for hours .
1,would they have been walking for hours ?
1,"this girl will not buy bread , will she buy bread ?"
1,"sean penn can act well in many kinds of movies , ca n't he act well in many kinds of movies ?"
1,you will put a picture of bill on your desk before tomorrow .
1,this girl in the red coat or you will put a picture of bill on your desk before tomorrow .
1,no boys will put a picture of bill on your desk before tomorrow .
1,this girl in the red coat but no boys will put a picture of bill on your desk before tomorrow .
1,this girl in the red coat will put it and a picture of bill on your desk before tomorrow .
1,this girl in the red coat will put a picture of bill in the mailbox before tomorrow .
1,this girl in the red coat will put a picture of bill on your desk after the dinner .
1,this girl in the red coat will put a picture of bill on your desk after the dinner and before tomorrow .
1,this girl in the red coat will eat her breakfast before tomorrow .
1,this girl in the red coat will eat her breakfast before tomorrow and put a picture of bill on your desk before tomorrow .
1,this girl in the red coat will eat her breakfast and will put a picture of bill on your desk before tomorrow .
1,this girl in the red coat will put a picture of bill on your desk .
1,this girl in the red dress must put a picture of bill on your desk .
0,this girl in the red coat will and dress must put a picture of bill on your desk .
0,this girl in the or on the red coat will put a picture of bill on your desk .
1,john and mary will play with henry and with sue .
1,"they play unusual music , and i listen to unusual music ."
1,they play and i listen to unusual music .
1,i love ice milk tea but you hate ice milk tea .
1,i love but you hate ice milk tea .
1,she may have thawed the roast and should have thawed the roast .
1,she may have and should have thawed the roast .
1,"smith loaned a valuable collection of manuscripts to the library , and his widow later donated a valuable collection of manuscripts to the library ."
1,smith loaned and his widow later donated a valuable collection of manuscripts to the library .
1,"i borrowed large sums of money from the bank , and my sister stole large sums of money from the bank ."
1,i borrowed and my sister stole large sums of money from the bank .
0,"put a picture of bill on your desk , this girl in the red coat will put a picture of bill on your desk before tomorrow ."
1,mary should know that you must go to the station .
1,"that you must go to the station , mary should know that you must go to the station ."
0,"this your , this girl in the red coat will put a picture of bill on your desk before tomorrow ."
0,"will bill , this girl in the red coat will put a picture of bill on your desk before tomorrow ."
0,"red picture desk , this girl in the red coat will put a picture of ."
0,"before your , this girl in the red coat will put a picture of bill on your desk before tomorrow ."
0,"girl in the red coat , this girl in the red coat will put a picture of bill on your desk before tomorrow ."
0,"will put a picture of bill on your desk before tomorrow , this girl in the red coat will put a picture of bill on your desk before tomorrow ."
0,"the red , this girl in the red coat will put a picture of bill on your desk before tomorrow ."
0,"of bill on , this girl in the red coat will put a picture of bill on your desk before tomorrow ."
0,"will put , this girl in the red coat will put a picture of bill on your desk before tomorrow ."
0,"your desk before , this girl in the red coat will put a picture of bill on your desk before tomorrow ."
1,it is your notes that john wants to look at after class .
1,it is after class that john wants to look at your notes .
1,it is john who wants to look at your notes after class .
1,it was ann who bought a first edition of richard iii for $ 1000 .
1,it was a first edition of richard iii that ann bought for $ 1000 .
1,it was for $ 1000 that ann bought a first edition of richard iii .
0,it is before tomorrow that this girl in the red coat will put a picture of bill on your desk before tomorrow .
1,mary saw the tall man coming from england .
0,it is the tall man coming from england that mary saw the tall man coming from england .
1,mary saw the tall man come from the back .
0,it is the tall man come from the back that mary saw the tall man come from the back .
1,it is a picture of bill that this girl in the red coat will put on your desk before tomorrow .
0,it is put a picture of bill on your desk before tomorrow that this girl in the red coat will .
1,what john wants to look at now is your notes .
0,what mary gave was a book to john .
0,what mary donated was a lot of money to npr .
1,it is to cleveland that john drove the truck .
1,what john became was deadly afraid of flying .
0,it is deadly afraid of flying that john became .
1,john told us that he wants to quit school .
0,it is that he wants to quit school that john told us .
1,what john told us is that he wants to quit school .
1,john promised us to be gentle .
0,it is to be gentle that john promised .
1,mary will arrive tomorrow .
0,it is arrive tomorrow that mary will .
1,henri wants the book which is on the top shelf .
1,what henri wants is the book which is on the top shelf .
1,the spy became too friendly with his new contacts .
1,what the spy became was too friendly with his new contacts .
1,what this girl in the red coat will do is put a picture of bill on your desk before tomorrow .
1,henri wants to buy these books about cooking .
1,which books about cooking does henri want to buy ?
1,i sent it to you .
0,i sent to you it .
0,i sent to you recipes .
1,bill 's mother 's friends are waiting at the restaurant .
1,bill 's mother 's friends and john are waiting at the restaurant .
1,it was john that was waiting at the restaurant .
0,it was john bill that were waiting at the restaurant .
1,it was john and bill that were waiting at the restaurant .
1,i will eat spaghetti on sunday with marco .
1,i will speak to hector about this .
1,i doubt that mary reads mysteries .
1,he muttered that the visitors will leave .
1,the fact that john is snoring is informative .
1,the man that mary saw knew me .
1,that the visiting team won the race could surprise them .
1,that is what you should see .
1,john knows that she left .
1,john knows whether she will come back .
1,john knows that she left and whether she will come back .
1,john knows that she left and john knows whether she will come back .
1,john asked whether she left .
1,i doubt if she kicks perfect goals every time .
1,they think that she can do it .
1,whether she left is most unclear .
1,that the girl put a picture there proves her guilt .
1,i prefer for the girl to put a picture there .
1,for the girl to put a picture there is what i prefer .
1,for the girl to put a picture there would surprise you .
1,i prefer for the girl to win .
0,i prefer for the girl to will win .
0,i prefer for the girl to wins .
1,let 's walk .
1,i run on the beach .
1,the three sunbathers went swimming .
1,i hope that mary wins .
1,they know if mary won .
1,i wonder whether mary will win .
1,they prefer for mary to leave .
1,john wonders whether mary will win .
1,john wonders whether to win .
1,whether she will win is a question mary never considered .
1,whether to win is a question mary never considered .
1,i think that you will see that the girl will put a picture on your desk .
1,they understand that you will prefer for the girl to put a picture on your desk .
1,mary cuts the paper easily .
1,the paper cuts easily .
1,that he won the race could surprise them .
0,that him won the race could surprise them .
1,for him to win the race would surprise them .
0,for he to win the race would surprise them .
1,john saw mary .
1,harry likes movies .
1,for mary to leave on time is important .
0,"think about linguistics all night , she does think about linguistics all night ."
0,"climb to the top , they do climb to the top ."
1,john can go to the market on his bike .
1,mary should buy some flowers on sunday .
1,my niece could write me letters before her third birthday .
1,my nephew could write letters to his parents with a fountain pen .
1,john can go to the market quickly .
1,mary should buy some flowers for her mother to arrange .
1,my niece could write me letters more faithfully .
1,john can quickly go to the market .
1,my niece could more faithfully write me letters .
0,john can go to the market to india .
0,mary should buy some flowers some bread .
0,my niece could write me you letters .
0,my nephew could write letters the postcards to his parents .
1,john can go to the market on his bike on a truck .
1,mary should buy some flowers on sunday at 5 o'clock .
1,my nephew could write letters to his parents with a fountain pen with your help .
1,pel茅 visited his uncle .
1,she sold the car to sam for five dollars .
1,she ran the car on propane from reno to vegas .
1,the process changed the substance from solid to liquid to gas to energy .
1,we associated their subsidiaries with our corporate office .
1,i cycled around france .
1,mary drank some beer in the barn from 6 to nine .
1,it was in the barn or it took place in the barn .
0,it was some beer or it took place some beer .
1,they wonder whether mary will run .
1,they wonder about this .
1,they wonder .
1,i know that she runs .
1,i know .
1,i said that she runs .
1,i said that .
0,i said .
1,i prefer for mary to run .
1,i prefer this .
0,i prefer .
1,i said for mary to run .
1,i said this .
1,i put the book on the shelf .
0,i put the book .
0,i put .
1,"two ships appeared , arrived , remained , emerged ."
1,"suddenly , there appeared two ships on the horizon ."
1,"two inspectors from the ins appeared , arrived , remained , emerged ."
1,"the ice melts , breaks ."
1,"the door opens , closes ."
1,"they melted , broke the ice ."
1,"they opened , closed the door ."
1,"they cooked , thickened the soup ."
1,"i go , run , swim , jump , fly , crawl , dance , walk ."
0,"they went me , ran me , swam me , jumped me , flew me , crawled me , danced me , walked me ."
1,i danced a dance .
1,he walked the walk .
1,the time elapsed slowly .
0,the time elapsed the day .
1,i see stars .
1,i see .
1,i liked mary .
0,i liked .
1,they surrounded the fort .
0,they surrounded .
1,i gave the charity .
1,i gave money .
1,i gave .
1,i handed the ball to reg .
0,i handed the ball .
0,i handed to reg .
0,i handed .
1,john ate .
1,john knows .
0,john needed .
0,john criticized .
1,john saw .
1,john told .
1,the agency classified the documents .
0,the agency classified .
1,the war intensified the poverty .
1,this project is manageable .
1,it mattered on sunday .
1,i saw john on sunday .
1,i put the book on the desk on sunday .
1,i saw john with a telescope .
0,it mattered with a telescope .
1,i covered the bread with butter .
0,i emptied it with butter .
1,mary will complete her exam within an hour .
0,mary will complete her exam for an hour .
1,the hiker will reach the top of the mountain within an hour .
0,the hiker will reach the top of the mountain for an hour .
1,henri will paint the floor for an hour .
1,i will read linguistics for an hour .
1,the student left .
1,only the student left .
1,even the student left .
1,all the students left .
1,i saw the student .
1,i saw only the student .
1,i saw all the students .
1,"john , who i saw yesterday , will visit us ."
1,i saw the brilliant student .
1,i saw the brilliant one .
1,i saw the brilliant student with long hair .
1,i saw the brilliant one with long hair .
1,i saw the one with long hair .
1,i saw the physics student .
0,i saw the physics one .
1,i saw the student of physics .
0,i saw the one of physics .
1,i saw the student of physics with long hair .
1,the big student of physics with long hair in the library .
1,it is big .
1,it is with long hair .
0,it is of physics .
1,it is in the library .
1,they are intense .
0,they are intense of bill .
1,they intensified .
1,they are special .
0,they are special of bill .
1,they specialized .
1,she is proud .
1,she is the mother .
1,she is the mother of john .
1,they read the paper .
1,the paper is readable .
0,it is readable of the paper .
0,they are readable of the paper .
1,the driver of the car thinks that mary should leave dallas for boise tomorrow .
1,her little sister will disagree with her .
1,the girl he met at the departmental party will very surely call him .
1,beavers build dams .
1,john will see you .
1,john thinks that mary left .
1,john thinks mary left .
1,john whispered that mary left .
1,john will carefully study russian .
1,john carefully studies russian .
0,john studies carefully russian .
1,i wonder if she will use paints .
1,"yes , she will ."
0,"yes , she ."
0,"yes , she will use ."
1,i wonder if she used paints .
1,"yes , she did ."
0,"yes , she used ."
1,john will have been eating cake .
0,"mary wo n't have been eating cake , but john ."
1,"mary wo n't have been eating cake , but john will ."
1,"mary wo n't have been eating cake , but john will have ."
1,"mary wo n't have been eating cake , but john will have been ."
1,john will enthusiastically have been eating cake .
1,john will have enthusiastically been eating cake .
0,john will have been eating enthusiastically cake .
1,john will have been eating cake enthusiastically .
0,john studied carefully russian .
1,john has carefully studied russian .
1,john had carefully studied russian .
1,john is carefully studying russian .
1,john was carefully studying russian .
1,john goes to school .
0,goes john to school ?
1,mary thinks that bill will come .
0,mary thinks whether bill will come .
0,mary thinks for bill to come .
1,mary wonders whether bill will come .
0,mary wonders for bill to come .
0,mary prefers that bill will come .
0,mary prefers whether bill will come .
1,mary prefers for bill to come .
1,i wonder has mary worked for microsoft .
1,i wonder whether mary has worked for microsoft .
0,i wonder whether has mary worked for microsoft .
0,i wonder has whether mary worked for microsoft .
1,will john not go to school ?
1,has henri not studied for his exam ?
1,did sue not pass her exam ?
1,wo n't john go to school ?
1,should n't mary taste the soup ?
1,has n't henri studied for his exam ?
1,is n't bill sick ?
1,did n't sue pass her exam ?
0,will not john go to school ?
0,should not mary taste the soup ?
0,has not henri studied for his exam ?
0,is not bill sick ?
0,did not sue pass her exam ?
0,sue put .
0,henri arrived bill .
0,mary wonders that john said if bill left .
0,henri told sue in the drawer that bill put socks .
1,she will win the race .
0,her will the race .
1,"elmer finished the cake and john did too , finish the cake ."
1,we need to provide two trees and .
1,we also need to explain the relation between these trees .
0,john not liked mary .
0,john liked not mary .
1,john did not like mary .
1,"john will endorse the treaty , but georges will not endorse the treaty ."
1,will george indeed not endorse the treaty ?
0,he will indeed not endorse the treaty .
1,he will indeed endorse the treaty .
1,he will not endorse the treaty ; and indeed .
1,john thinks that bill left .
1,john asked whether bill left .
1,john was wondering whether to leave or not .
1,john was wondering whether to leave .
0,i read these big three books .
0,mary sent .
1,mary sent a book to bill .
1,mary send a book .
1,"mary sent bill a book , 鈥 ."
0,bill examined a book .
0,sincerity examined a book .
0,we put .
1,we put a book on the table .
1,we think that bill left .
0,we think for bill left .
0,we think if bill left .
1,we wonder whether bill left .
1,we wonder if bill left .
0,we wonder that bill left .
1,john came in .
1,"then , john left ."
1,he took his umbrella .
1,he hurt himself with it when he tried to open it .
1,the idiot ca n't even open an umbrella !
0,john hurt john with john 's umbrella when john tried to open it .
1,john ca n't even open an umbrella !
1,john said he was sick .
1,the ta who graded him says that john did really well .
0,himself should decide soon .
0,mary wrote a letter to himself last year .
1,he should decide soon .
1,mary wrote a letter to him last year .
1,our rabbit and the neighbor 's cat like each other .
1,the boys fought with each other .
1,each of our rabbit and the neighbor 's cat likes the other .
1,each of the boys fought with the other boys .
1,the boy likes himself .
0,the boy likes herself .
0,the boy likes themselves .
1,the girls likes themselves .
0,the girls likes herself .
1,each of the girls likes herself .
0,the girls likes yourselves .
0,himself likes john .
1,mary 's pictures of herself surprised bill .
1,i noticed john 's excessive appreciation of himself .
1,mary noticed john 's excessive appreciation of himself .
0,mary noticed john 's excessive appreciation of herself .
0,mary noticed that john excessively appreciates herself .
1,john loved the new pictures of himself .
1,i showed mary several portraits of herself .
0,john believes that mary saw himself .
1,mary noticed that john excessively appreciates himself .
1,mary appreciates only john and herself .
0,mary appreciates john and himself .
1,mary really appreciates and constantly praises herself and sue knows it .
0,mary really appreciates and constantly praises himself and bill knows it .
1,john heard their criticism of each other .
1,john heard their criticism of themselves .
0,they heard john 's criticism of each other .
0,they heard john 's criticism of themselves .
0,john heard that they criticized each other .
0,they heard that john criticized each other .
1,john likes himself .
1,the students are proud of themselves .
1,everyone likes himself .
1,no spy betrayed himself .
1,i heard john 's criticism of himself .
0,i heard john 's criticism of myself .
1,john heard that i criticized myself .
0,i heard that john criticized myself .
1,mary likes herself .
0,our rabbit and the neighbor 's cat like them .
0,bill likes herself .
0,himself laughs .
1,the girls likes them .
1,john 's mother likes him .
1,john believes that bill saw himself .
1,john believes that bill saw him .
0,mary believes that bill saw herself .
1,they like their books .
1,everyone thinks he is smart .
1,who in this class thinks he is smart ?
1,bill 's mother saw him .
0,no one 's mother saw himself .
1,the mayor of john 's hometown wrote to him .
1,the builder of his house visited peter .
1,that is a bird .
1,that 's the truth .
1,he is john .
1,bob dylan is robert zimmerman .
1,i like mary and she likes me .
0,i like mary and she does too .
0,i like mary and she does like mary too .
1,she considers john proud of his work .
1,they saw bill leave .
1,mary prefers that her ice cream is in a cone .
1,henry saw that bill left .
1,what mary prefers is her ice cream in a cone .
0,what she considers is john proud of his work .
0,what henry found is bill sad .
0,what they saw is bill leave .
0,what henry find was bill sad .
0,john heard mary describe himself .
1,john heard mary describe herself .
0,mary considers john proud of herself .
1,mary considers john proud of her .
1,mary considers john proud of himself .
1,john believes himself to be proud of mary .
1,the pictures of bill she put on your desk .
1,which pictures of bill did she put on your desk .
1,susan wanted to sleep .
1,she put the pictures of bill on your desk .
1,"the pictures of bill , she put on your desk ."
0,the picture of bill she slept .
0,she slept the picture of bill .
1,you put which picture of bill on his desk ?
1,which picture of bill did you put on his desk ?
1,how many strings did you say she had to pull in order to do that ?
1,how much care do you think he would be taking of his patients under those circumstances ?
1,how much headway is he likely to make .
1,who left bill .
0,whom left bill .
1,who did bill leave .
1,whom did bill leave .
1,is there anything to do today ?
1,there are two main characters in the novel .
1,there are 3 firemen available .
0,there stabbed an animal .
0,there ran many people .
0,mary judged there .
0,i had a realization of there .
1,there were seven people .
1,there were several doctors available .
1,"rodney was eating some squid , was n't he ?"
1,"there is a man ready to jump from the roof , is n't there ?"
1,sharks seem to swim slowly in the tropics .
1,the cat seems to be out of the bag .
1,the shit seems to have hit the fan .
0,there run many people .
1,there seems to be a nurse available .
0,there seems to stab an animal .
0,there seems to run many people to the station .
1,it seems that john left .
1,several people seem sick .
1,john considers several people sick .
1,there are several people sick .
1,several people seem several people sick .
1,several people are sick .
1,bill is sick .
1,susan hopes to sleep .
1,susan hopes that she will sleep .
0,susan hopes susan to sleep .
0,everyone hopes him to sleep .
1,everyone hopes to sleep .
1,everyone hopes that everyone will sleep .
0,susan hopes her to sleep .
1,"only churchill remembered giving the blood , sweat and tears speech ."
1,"only churchill remembered his giving the blood , sweat and tears speech ."
1,"only churchill remembered himself giving the blood , sweat and ."
1,susan hopes herself to sleep .
1,for john to hurt his friends is stupid .
1,to hurt his friends is stupid .
1,for john to hurt himself is stupid .
1,to hurt oneself is stupid .
0,for john to hurt oneself is stupid .
1,john promised bill to leave .
1,john promised mary that he would leave .
1,john promised mary to cut the grass .
1,john promise mary to control himself .
0,john promised mary to control herself .
0,john promised mary to shave herself .
1,john seems to sleep all day .
1,john hopes to sleep .
1,john tried to sleep .
0,john believes to have slept .
1,john believes bill to have slept .
0,john believes for bill to have slept .
1,john believes that bill has slept .
0,john believes bill that mary has slept .
0,john convinced to sleep .
1,john convinced bill to sleep .
0,john convinced bill for mary to sleep .
0,john convinced that bill has slept .
0,it convinced bill that mary should sleep .
1,john believes it to be obvious that bill left .
1,john believes it to be raining .
0,john convinced it to be obvious that bill left .
0,john convinced it to be raining .
0,john convinced there to be several firemen available .
1,bill cooked the rice .
1,the rice was cooked by bill .
1,bill visited mary .
1,mary was visited by bill .
1,john believes bill to have cooked the rice .
1,john believes the rice to have been cooked by bill .
1,john believes bill to have visited mary .
1,john believes mary to have been visited by bill .
1,john convinced bill to cook the rice .
0,john convinced the rice to be cooked by bill .
1,john convinced bill to visit mary .
1,john believes that bill slept .
1,i sent money .
1,i sent mary money .
1,i sent money to mary .
0,i sent bill money to mary to sam .
1,i worked on sunday in the city on that project without a break .
1,i praised mary .
0,i praised .
1,the moon glows in the darkness .
1,the moon glows .
1,i sang a song with mary while you did so with bill .
1,what mary did with bill was sing a song .
1,she tried to leave
1,who said he would give the cloak to lee ?
0,gilgamesh does n't be in the dungeon
1,which book about herself did jenny say that anson had written .
1,paul had eighty eight billion sixty three million forty-four thousand nine hundred at
0,what i said that was we would go .
1,the boy thought she was happy .
1,the landlord donated a helicopter
1,most dragons have been neutered .
1,who did you meet all when you were in derry ?
1,jason persuaded medea to desert her family .
1,michael abandoned an old friend at mardi gras
1,you friends of the king are all the same
1,he is that kind of actor
0,lucy 's gomez 's wallet
1,medea tended to appear to be evil .
1,he 's bound to could do it
1,nathan received the cloak from benjamin
1,that the world is round is obvious .
1,"poseidon wept , after the executioner left ."
1,i asked who did medea poison .
1,i never liked his analysis .
0,peter is some happy pigs which can fly .
0,gilgamesh not left .
0,there arrived by medea .
1,i might have eaten some seaweed .
1,there appears to be a problem with this solution .
1,what julie became was fond of lloyd .
1,bill did not defeat the gods but gilgamesh did .
1,aphrodite frees animals
0,the hospital was donated the book to .
1,"medea , jason poisoned ."
0,they kicked himself
1,emily showed benjamin himself in the mirror .
1,jason was killed by medea .
1,how did you eat the cake ?
1,i asked who medea poisoned .
1,aphrodite wanted to live and ishtar tried to
1,i was sitting not under the tree but under the bush
1,the child wails
1,gilgamesh has n't left
0,whiskey do i drink .
1,dracula thought that he was the prince of darkness .
1,he looked up the number .
1,she has kissed her .
1,agamemnon stopped jason casting the spell
1,humans love to eat some disgruntled old pigs in those ditches .
1,jason whispered that the phoenix had escaped
1,ron definitely has bought a dog .
0,he book
1,who is it obvious that plato loves .
0,which god the statue ?
0,kiss pigs is my happiest memory
0,dante accused
1,that picture of jenny in a rubber dress does n't flatter her .
1,he might could go
1,benjamin gave lee the cloak and nathan the chalice .
